Score0,Score1,Score2,Score3,Score4,Score5,Score6,Score7,Score8,Score9,Score10,Score11,Score12,Score13,Score14,Score15,SpendTime
0.4505,0.6477,0.0000,0.2307,0.4289,0.5176,0.0193,0.3091,0.1707,0.3989,0.1565,0.5115,0.6192,0.3628,0.6215,1.0000,6.7929
0.6536,0.0240,0.0883,1.0000,0.1423,0.0350,0.0510,0.0488,0.0865,0.0459,0.2724,0.0821,0.0799,0.0620,0.0665,0.0000,0.9105
0.6065,0.0205,0.0809,1.0000,0.1340,0.0326,0.0462,0.0441,0.0777,0.0401,0.2560,0.0752,0.0703,0.0544,0.0593,0.0000,0.2513
0.6146,0.0190,0.0806,1.0000,0.1345,0.0317,0.0430,0.0411,0.0708,0.0354,0.2499,0.0715,0.0624,0.0483,0.0560,0.0000,0.2200
0.6097,0.0298,0.1045,1.0000,0.1572,0.0374,0.0518,0.0502,0.1035,0.0519,0.2743,0.1004,0.0982,0.0651,0.0719,0.0000,0.2359
0.7380,0.0412,0.1316,1.0000,0.1783,0.0428,0.0624,0.0601,0.1166,0.0650,0.3039,0.1165,0.1115,0.0803,0.0850,0.0000,0.2176
0.0399,1.0000,0.1480,0.0188,0.0489,0.0427,0.0666,0.1397,0.0000,0.0688,0.0419,0.0342,0.0136,0.0853,0.0575,0.0410,0.1930
0.0361,1.0000,0.1222,0.0141,0.0323,0.0302,0.0608,0.1083,0.0000,0.0742,0.0297,0.0249,0.0158,0.0931,0.0538,0.0306,0.1813
0.0164,1.0000,0.0684,0.0032,0.0173,0.0222,0.0394,0.0686,0.0000,0.0526,0.0133,0.0162,0.0119,0.0628,0.0374,0.0287,0.1717
0.0248,1.0000,0.0960,0.0091,0.0292,0.0309,0.0466,0.0857,0.0000,0.0478,0.0223,0.0188,0.0103,0.0604,0.0449,0.0318,0.1877
0.0206,1.0000,0.0783,0.0080,0.0243,0.0252,0.0388,0.0716,0.0000,0.0407,0.0192,0.0162,0.0088,0.0502,0.0335,0.0258,0.1910
0.0568,0.0486,1.0000,0.0329,0.0673,0.0155,0.0178,0.0355,0.0000,0.0121,0.0539,0.0246,0.0015,0.0162,0.0258,0.0058,0.2072
0.0910,0.0862,1.0000,0.0517,0.0996,0.0245,0.0314,0.0596,0.0000,0.0229,0.0844,0.0395,0.0026,0.0298,0.0422,0.0096,0.2112
0.1576,0.0992,1.0000,0.0884,0.1691,0.0337,0.0399,0.0789,0.0000,0.0255,0.1417,0.0553,0.0031,0.0361,0.0590,0.0088,0.2003
0.1224,0.2013,1.0000,0.0698,0.1449,0.0422,0.0527,0.1039,0.0000,0.0456,0.1165,0.0740,0.0067,0.0554,0.0862,0.0244,0.2016
0.0842,0.0670,1.0000,0.0480,0.1028,0.0234,0.0256,0.0505,0.0000,0.0164,0.0790,0.0338,0.0022,0.0225,0.0367,0.0086,0.1951
0.3988,0.0000,0.0634,1.0000,0.1515,0.0630,0.0903,0.0668,0.2579,0.0812,0.3180,0.1230,0.2030,0.0990,0.0834,0.0111,0.1873
0.3723,0.0000,0.0609,1.0000,0.1339,0.0488,0.0715,0.0539,0.2007,0.0638,0.2777,0.1045,0.1555,0.0798,0.0686,0.0038,0.1937
0.4832,0.0193,0.0753,1.0000,0.1074,0.0289,0.0453,0.0443,0.0520,0.0333,0.2234,0.0526,0.0450,0.0445,0.0403,0.0000,0.1966
0.2720,0.0082,0.0435,1.0000,0.0755,0.0208,0.0323,0.0295,0.0418,0.0229,0.1703,0.0401,0.0332,0.0307,0.0280,0.0000,0.1975
0.4551,0.0000,0.0793,1.0000,0.1811,0.0864,0.1190,0.0794,0.3744,0.1145,0.3525,0.1637,0.2794,0.1317,0.1087,0.0255,0.2017
0.2613,0.0336,0.1896,0.2229,1.0000,0.0581,0.0335,0.0917,0.0074,0.0000,0.7843,0.1111,0.0044,0.0122,0.0717,0.0066,0.1937
0.1077,0.0376,0.1447,0.0878,1.0000,0.0706,0.0280,0.0676,0.0058,0.0000,0.1863,0.0625,0.0039,0.0067,0.0597,0.0302,0.1691
0.1578,0.0263,0.1278,0.1355,1.0000,0.0441,0.0218,0.0606,0.0083,0.0000,0.3890,0.0761,0.0067,0.0079,0.0535,0.0102,0.1717
0.0840,0.0200,0.0846,0.0700,1.0000,0.0413,0.0177,0.0421,0.0058,0.0000,0.1509,0.0386,0.0044,0.0053,0.0369,0.0146,0.1871
0.1451,0.0276,0.1299,0.1240,1.0000,0.0427,0.0209,0.0604,0.0076,0.0000,0.3632,0.0794,0.0059,0.0075,0.0554,0.0111,0.1895
0.0267,0.0470,0.0502,0.0303,0.1083,1.0000,0.1335,0.1716,0.0252,0.0184,0.0559,0.0000,0.0191,0.0315,0.0448,0.2273,0.1881
0.0161,0.0290,0.0271,0.0189,0.0576,1.0000,0.0947,0.1080,0.0198,0.0169,0.0322,0.0000,0.0155,0.0253,0.0267,0.1524,0.1821
0.0127,0.0219,0.0146,0.0168,0.0335,1.0000,0.1193,0.0939,0.0280,0.0268,0.0240,0.0000,0.0218,0.0354,0.0208,0.1531,0.1884
0.0136,0.0186,0.0152,0.0174,0.0342,1.0000,0.0902,0.0775,0.0245,0.0198,0.0231,0.0000,0.0194,0.0270,0.0189,0.1184,0.1728
0.0120,0.0167,0.0138,0.0146,0.0277,1.0000,0.0808,0.0688,0.0182,0.0174,0.0196,0.0000,0.0145,0.0239,0.0151,0.0887,0.1961
0.0164,0.0438,0.0192,0.0159,0.0130,0.1178,1.0000,0.1114,0.0284,0.0893,0.0189,0.0000,0.0233,0.1093,0.0166,0.0859,0.1777
0.0155,0.0462,0.0184,0.0153,0.0114,0.1156,1.0000,0.1173,0.0308,0.0999,0.0188,0.0000,0.0253,0.1225,0.0167,0.0898,0.1892
0.0166,0.0344,0.0166,0.0170,0.0129,0.1061,1.0000,0.0967,0.0268,0.0719,0.0186,0.0000,0.0221,0.0900,0.0150,0.0694,0.1827
0.0253,0.0468,0.0246,0.0264,0.0222,0.1749,1.0000,0.1410,0.0380,0.0921,0.0289,0.0000,0.0318,0.1153,0.0220,0.1031,0.1895
0.0190,0.0332,0.0165,0.0200,0.0135,0.1051,1.0000,0.0968,0.0298,0.0734,0.0204,0.0000,0.0251,0.0930,0.0155,0.0655,0.1891
0.0064,0.3638,0.1403,0.0000,0.1279,0.5550,0.3462,1.0000,0.0143,0.1509,0.0799,0.0330,0.0299,0.1965,0.1334,0.5285,0.1722
0.0333,0.1606,0.1237,0.0268,0.1054,0.2184,0.1593,1.0000,0.0000,0.0481,0.0818,0.0169,0.0031,0.0842,0.0557,0.1225,0.1934
0.0165,0.1813,0.1032,0.0131,0.1023,0.2832,0.1735,1.0000,0.0000,0.0530,0.0736,0.0141,0.0046,0.0931,0.0816,0.1865,0.1884
0.0268,0.5892,0.1819,0.0000,0.1304,0.6425,0.5687,1.0000,0.0011,0.2808,0.0839,0.0075,0.0441,0.3327,0.1457,0.5620,0.1772
0.0183,0.6479,0.1701,0.0000,0.1541,0.7930,0.5940,1.0000,0.0535,0.3832,0.0966,0.0503,0.1246,0.4133,0.2368,0.8991,0.1957
0.0418,0.0090,0.0000,0.0711,0.0166,0.0382,0.0527,0.0313,1.0000,0.0675,0.0399,0.0455,0.2780,0.0747,0.0470,0.0454,0.1882
0.0349,0.0073,0.0000,0.0598,0.0148,0.0324,0.0455,0.0281,1.0000,0.0538,0.0355,0.0375,0.2336,0.0616,0.0416,0.0372,0.1895
0.0888,0.0769,0.0000,0.1352,0.0037,0.0927,0.1742,0.0844,1.0000,0.3146,0.0625,0.1273,0.7940,0.3037,0.1454,0.1599,0.1879
0.0924,0.0895,0.0019,0.1398,0.0000,0.1056,0.1950,0.0936,1.0000,0.3410,0.0608,0.1267,0.8188,0.3316,0.1563,0.1794,0.1812
0.0745,0.0453,0.0000,0.1167,0.0180,0.0860,0.1302,0.0669,1.0000,0.2002,0.0593,0.0957,0.6315,0.1991,0.1099,0.1286,0.1907
0.0197,0.0510,0.0112,0.0213,0.0000,0.0301,0.1273,0.0614,0.0433,1.0000,0.0187,0.0237,0.0551,0.2606,0.0141,0.0435,0.1980
0.0227,0.0507,0.0135,0.0234,0.0000,0.0217,0.0915,0.0424,0.0521,1.0000,0.0172,0.0301,0.0641,0.2132,0.0184,0.0371,0.1904
0.0183,0.0511,0.0128,0.0186,0.0000,0.0201,0.0822,0.0423,0.0444,1.0000,0.0148,0.0278,0.0552,0.2080,0.0186,0.0358,0.1766
0.0112,0.0264,0.0069,0.0116,0.0000,0.0126,0.0536,0.0242,0.0252,1.0000,0.0089,0.0144,0.0309,0.1163,0.0089,0.0205,0.1725
0.0207,0.0478,0.0133,0.0203,0.0000,0.0183,0.0843,0.0393,0.0414,1.0000,0.0155,0.0255,0.0511,0.2059,0.0155,0.0305,0.1903
0.1839,0.0116,0.0666,0.2105,0.1553,0.0212,0.0294,0.0497,0.0248,0.0182,1.0000,0.0919,0.0208,0.0249,0.0360,0.0000,0.1822
0.1052,0.0063,0.0381,0.1191,0.0988,0.0125,0.0138,0.0257,0.0123,0.0068,1.0000,0.0428,0.0102,0.0109,0.0201,0.0000,0.1879
0.1443,0.0081,0.0497,0.1620,0.1284,0.0172,0.0186,0.0332,0.0158,0.0083,1.0000,0.0486,0.0130,0.0139,0.0253,0.0000,0.1887
0.0883,0.0057,0.0332,0.0994,0.0874,0.0107,0.0116,0.0226,0.0099,0.0059,1.0000,0.0380,0.0085,0.0092,0.0171,0.0000,0.1944
0.0669,0.0048,0.0269,0.0712,0.0668,0.0079,0.0091,0.0175,0.0071,0.0047,1.0000,0.0301,0.0058,0.0073,0.0135,0.0000,0.1621
0.0273,0.0118,0.0222,0.0274,0.0349,0.0000,0.0027,0.0108,0.0118,0.0141,0.0518,1.0000,0.0119,0.0096,0.0268,0.0054,0.1919
0.0378,0.0174,0.0279,0.0395,0.0435,0.0000,0.0069,0.0182,0.0217,0.0253,0.0734,1.0000,0.0205,0.0198,0.0405,0.0087,0.1823
0.0387,0.0230,0.0319,0.0386,0.0411,0.0000,0.0086,0.0171,0.0238,0.0329,0.0651,1.0000,0.0243,0.0231,0.0405,0.0114,0.1918
0.0708,0.0336,0.0530,0.0754,0.0756,0.0000,0.0082,0.0239,0.0470,0.0466,0.1126,1.0000,0.0517,0.0310,0.0647,0.0169,0.1779
0.1014,0.0696,0.0891,0.0946,0.1002,0.0000,0.0175,0.0345,0.0637,0.0805,0.1382,1.0000,0.0692,0.0572,0.1081,0.0298,0.1958
0.0805,0.1292,0.0070,0.1237,0.0000,0.0651,0.1508,0.0962,0.6860,0.3823,0.0690,0.2101,1.0000,0.3127,0.1733,0.1672,0.1923
0.0764,0.0708,0.0000,0.1202,0.0042,0.0562,0.1209,0.0753,0.7309,0.2431,0.0606,0.1171,1.0000,0.2341,0.1287,0.1035,0.1930
0.1075,0.0782,0.0000,0.1707,0.0109,0.0748,0.1904,0.1261,1.0000,0.3292,0.1059,0.1914,0.7593,0.3691,0.2193,0.1408,0.1932
0.0884,0.0682,0.0000,0.1355,0.0024,0.0652,0.1530,0.0821,1.0000,0.2697,0.0667,0.1154,0.9026,0.2799,0.1466,0.1119,0.1730
0.1040,0.1003,0.0010,0.1622,0.0000,0.0612,0.1691,0.1039,0.9944,0.3722,0.0881,0.2052,1.0000,0.3623,0.2035,0.1425,0.1976
0.0543,0.1737,0.0448,0.0491,0.0000,0.0569,0.2218,0.1306,0.1365,0.6947,0.0371,0.0638,0.1471,1.0000,0.0787,0.0966,0.1718
0.0666,0.2189,0.0525,0.0693,0.0000,0.0754,0.2488,0.1524,0.2133,1.0000,0.0525,0.1224,0.2807,0.6481,0.0789,0.1510,0.1757
0.0924,0.1594,0.0427,0.0977,0.0000,0.0723,0.2813,0.1539,0.2034,0.8217,0.0582,0.0585,0.2560,1.0000,0.0589,0.0904,0.1852
0.0490,0.1011,0.0277,0.0492,0.0000,0.0437,0.1775,0.1008,0.1020,0.5074,0.0322,0.0330,0.1167,1.0000,0.0388,0.0557,0.1738
0.0515,0.1251,0.0331,0.0498,0.0000,0.0478,0.2083,0.1145,0.0960,1.0000,0.0362,0.0439,0.1208,0.8580,0.0385,0.0667,0.1749
0.0227,0.0763,0.0618,0.0060,0.0651,0.0273,0.0027,0.0493,0.0224,0.0000,0.0418,0.0880,0.0056,0.0187,1.0000,0.0591,0.1937
0.0317,0.0327,0.0283,0.0216,0.0390,0.0073,0.0000,0.0214,0.0414,0.0007,0.0374,0.0638,0.0195,0.0198,1.0000,0.0218,0.2010
0.0595,0.0336,0.0230,0.0541,0.0565,0.0184,0.0040,0.0277,0.1373,0.0000,0.0611,0.0916,0.0747,0.0411,1.0000,0.0396,0.1918
0.0763,0.0403,0.0536,0.0615,0.0732,0.0206,0.0086,0.0349,0.0760,0.0000,0.0717,0.0700,0.0398,0.0331,1.0000,0.0221,0.1764
0.0153,0.0482,0.0252,0.0023,0.0306,0.0136,0.0003,0.0288,0.0353,0.0000,0.0223,0.0557,0.0139,0.0212,1.0000,0.0410,0.1888
0.0076,0.2166,0.0914,0.0000,0.1057,0.5236,0.2366,0.3268,0.0512,0.1079,0.0522,0.0498,0.0539,0.1208,0.1353,1.0000,0.1803
0.0077,0.2110,0.0870,0.0000,0.0975,0.4595,0.2200,0.2944,0.0560,0.1080,0.0486,0.0531,0.0579,0.1196,0.1408,1.0000,0.1912
0.0000,0.0764,0.0264,0.0008,0.0386,0.2058,0.1030,0.1112,0.0433,0.0617,0.0204,0.0325,0.0438,0.0590,0.0599,1.0000,0.1872
0.0219,0.4299,0.1832,0.0000,0.1507,0.5673,0.3451,0.4642,0.0661,0.1870,0.0756,0.0885,0.0706,0.2024,0.2094,1.0000,0.1950
0.0206,0.4015,0.1852,0.0000,0.1780,0.7289,0.3631,0.5672,0.0456,0.1549,0.0877,0.0691,0.0514,0.1819,0.2015,1.0000,0.1921
1.0000,0.3832,0.5618,0.6364,0.2272,0.4971,0.3792,0.5166,0.0000,0.2879,0.9769,0.2970,0.1104,0.1892,0.6410,0.2459,6.8843
1.0000,0.3703,0.5379,0.7081,0.2158,0.5271,0.4106,0.4682,0.0000,0.2829,0.8604,0.2723,0.0811,0.1371,0.5519,0.1866,6.9159
1.0000,0.3620,0.5761,0.7758,0.2357,0.5015,0.5181,0.4779,0.0000,0.3055,0.8326,0.3130,0.0926,0.1642,0.5627,0.2435,6.8662
0.8031,0.3776,0.5462,0.7548,0.1945,0.2194,0.2661,0.2972,0.0000,0.1550,1.0000,0.3289,0.0745,0.0610,0.7298,0.2934,7.0236
0.7097,0.5199,0.3399,0.6859,0.1097,0.0526,0.3425,0.3309,0.0000,0.2069,1.0000,0.3665,0.1412,0.2057,0.7805,0.3444,6.8526
0.0853,1.0000,0.1883,0.0000,0.0757,0.0773,0.2487,0.5443,0.1223,0.0682,0.6229,0.5923,0.1566,0.3175,0.7917,0.4936,6.8729
0.1912,1.0000,0.3610,0.0000,0.1796,0.2379,0.3376,0.6422,0.2052,0.1810,0.5449,0.6837,0.2607,0.3957,0.7262,0.5741,6.8269
0.0892,1.0000,0.3003,0.0000,0.0990,0.2174,0.2874,0.6307,0.1812,0.1802,0.4135,0.5990,0.2240,0.4058,0.6964,0.5167,6.8186
0.1931,1.0000,0.3235,0.1157,0.1745,0.0979,0.3552,0.4473,0.1686,0.0000,0.5955,0.6604,0.1906,0.2383,0.7311,0.5122,6.9317
0.1620,1.0000,0.3401,0.0000,0.1364,0.0979,0.2799,0.5446,0.1879,0.0376,0.5854,0.5552,0.2197,0.2716,0.7581,0.5718,6.8595
0.5926,0.4386,1.0000,0.6358,0.5314,0.5036,0.4821,0.3958,0.5888,0.0000,0.3344,0.4413,0.3412,0.0749,0.5010,0.4802,7.0448
0.6535,0.4414,1.0000,0.6890,0.5508,0.5607,0.5355,0.4306,0.5734,0.0000,0.3859,0.5492,0.3615,0.0605,0.5024,0.4968,6.8924
0.6272,0.3804,1.0000,0.7039,0.5390,0.5234,0.4736,0.4423,0.5594,0.0000,0.3460,0.5716,0.3302,0.0503,0.5178,0.4866,7.0110
0.6982,0.5700,1.0000,0.6804,0.6711,0.6215,0.5827,0.5314,0.6684,0.0000,0.4336,0.6324,0.5560,0.1265,0.6816,0.6608,6.8755
0.6524,0.3723,1.0000,0.7299,0.5354,0.5608,0.4913,0.4157,0.5801,0.0000,0.3394,0.5340,0.3210,0.0379,0.5048,0.4484,6.9669
0.5783,0.2384,0.7273,1.0000,0.2907,0.3674,0.6164,0.3070,0.3702,0.1015,0.3797,0.2218,0.0721,0.0000,0.3970,0.2026,6.8269
0.6349,0.1796,0.8084,1.0000,0.2917,0.3762,0.5476,0.3223,0.3777,0.0527,0.3555,0.2740,0.1319,0.0000,0.3722,0.3218,7.0290
0.7665,0.3218,0.9322,1.0000,0.4312,0.4801,0.5733,0.3777,0.5525,0.0233,0.4067,0.4226,0.2642,0.0000,0.4406,0.4257,6.8529
0.5877,0.1737,0.8575,1.0000,0.3394,0.3772,0.6218,0.3362,0.4532,0.0626,0.3438,0.2304,0.0989,0.0000,0.3776,0.2411,6.8327
0.6850,0.1927,0.7972,1.0000,0.2859,0.3416,0.5146,0.3108,0.2717,0.0178,0.3844,0.2823,0.0462,0.0000,0.3637,0.3095,6.8664
1.0000,0.4380,0.6136,0.4728,0.7132,0.6304,0.2768,0.8815,0.5458,0.0086,0.8300,0.4182,0.5550,0.0000,0.4821,0.5790,6.8675
0.4673,0.4322,0.6927,0.4020,1.0000,0.4572,0.2243,0.3753,0.9325,0.0000,0.3175,0.5226,0.8538,0.0690,0.5239,0.6699,7.2583
0.9563,0.4236,0.6340,0.4472,1.0000,0.6788,0.2249,0.7518,0.7494,0.0000,0.8326,0.5207,0.7115,0.1511,0.5456,0.6744,6.8496
0.4889,0.3636,0.6407,0.3624,1.0000,0.4734,0.2354,0.3471,0.9234,0.0000,0.3211,0.4697,0.8436,0.0030,0.4708,0.6594,6.8567
1.0000,0.3527,0.4326,0.3044,0.7792,0.4646,0.0000,0.7538,0.5459,0.0357,0.9220,0.3872,0.5395,0.2278,0.4444,0.5356,6.8191
0.4451,0.0659,0.3384,0.0000,0.2357,1.0000,0.3427,0.5692,0.1125,0.0218,0.0642,0.4881,0.2379,0.1656,0.3407,0.3758,6.8233
0.4458,0.0395,0.3468,0.0170,0.2278,1.0000,0.3434,0.5611,0.1167,0.0000,0.0346,0.4678,0.2153,0.1949,0.3158,0.4084,6.7939
0.4847,0.0614,0.3465,0.0722,0.3261,1.0000,0.3411,0.5123,0.1967,0.0110,0.0000,0.4568,0.2704,0.1321,0.3877,0.5260,6.8168
0.5007,0.0432,0.4195,0.1115,0.1911,1.0000,0.3708,0.5361,0.1260,0.0000,0.0206,0.4286,0.1330,0.1103,0.2965,0.4267,6.8260
0.4987,0.0270,0.4239,0.1221,0.0593,1.0000,0.4385,0.5503,0.0124,0.1452,0.0000,0.3649,0.0305,0.1215,0.1591,0.3274,6.8128
0.2027,0.4416,0.6484,0.5818,0.1363,0.5639,1.0000,0.4217,0.2077,0.5292,0.1752,0.3957,0.0000,0.3483,0.4393,0.2147,6.8200
0.1090,0.4694,0.6093,0.5798,0.1544,0.5591,1.0000,0.3995,0.2069,0.5385,0.1562,0.4207,0.0000,0.3811,0.4624,0.2308,6.8261
0.1660,0.4208,0.5628,0.5787,0.0993,0.4941,1.0000,0.4266,0.1538,0.5375,0.1832,0.3915,0.0000,0.3378,0.4098,0.1578,6.9315
0.2069,0.3771,0.5307,0.5420,0.0726,0.5136,1.0000,0.4699,0.1277,0.5559,0.2137,0.4066,0.0000,0.3543,0.3939,0.1775,6.8025
0.1892,0.3865,0.5058,0.5704,0.0473,0.5281,1.0000,0.4942,0.0879,0.5654,0.2292,0.4528,0.0000,0.3613,0.4386,0.1750,6.8289
0.3335,0.8987,0.2285,0.0000,0.1926,0.6305,0.3933,1.0000,0.2606,0.3314,0.6867,0.6261,0.4163,0.4037,0.7184,0.5682,6.7987
0.4149,0.7487,0.3325,0.0000,0.3549,0.6215,0.2856,1.0000,0.3963,0.0871,0.6723,0.4950,0.6117,0.1487,0.5835,0.6152,6.8147
0.3215,0.8232,0.0254,0.0000,0.0955,0.4083,0.1618,1.0000,0.1316,0.1873,0.7321,0.4346,0.3912,0.2481,0.6352,0.4028,6.8135
0.4002,0.8606,0.4292,0.0000,0.2316,0.5516,0.4896,1.0000,0.2858,0.0171,0.6465,0.5757,0.4055,0.3508,0.6914,0.5440,6.7968
0.2867,1.0000,0.2341,0.0749,0.0000,0.3574,0.4953,0.8743,0.0911,0.2161,0.8676,0.6410,0.1830,0.3189,0.8954,0.4640,7.7742
0.6182,0.5335,0.8575,0.5537,0.9029,0.5725,0.5000,0.5414,1.0000,0.0244,0.4457,0.3475,0.6052,0.0000,0.3950,0.5691,7.5819
0.5593,0.4625,0.6378,0.4146,0.7348,0.4639,0.3473,0.3908,1.0000,0.0000,0.4804,0.3615,0.6996,0.0232,0.3422,0.6061,7.2756
0.5442,0.4292,0.7434,0.4864,0.9526,0.5619,0.3724,0.4427,1.0000,0.0527,0.3971,0.4531,0.7972,0.0000,0.4698,0.7240,6.8204
0.5425,0.4343,0.7342,0.4553,0.9946,0.5484,0.3397,0.4094,1.0000,0.0523,0.3838,0.4737,0.8605,0.0000,0.4905,0.7282,6.8232
0.6866,0.4198,0.8546,0.6028,1.0000,0.7122,0.4645,0.5688,0.9274,0.0717,0.4712,0.4729,0.7115,0.0000,0.4867,0.7476,6.8455
0.2659,0.4346,0.0737,0.1846,0.0286,0.3923,0.6498,0.4802,0.0000,1.0000,0.5605,0.4483,0.0886,0.8274,0.4510,0.1775,6.8138
0.2844,0.3459,0.1149,0.1994,0.0206,0.4037,0.6935,0.5092,0.0000,1.0000,0.5549,0.4725,0.0889,0.7099,0.4232,0.1502,6.8071
0.2663,0.3900,0.1200,0.2443,0.0224,0.4234,0.7265,0.5258,0.0000,1.0000,0.5985,0.4359,0.0826,0.8528,0.4342,0.1657,6.8674
0.3071,0.3977,0.1273,0.2040,0.0415,0.4128,0.6805,0.5298,0.0000,1.0000,0.5882,0.4844,0.0831,0.7225,0.4324,0.1352,6.7951
0.3039,0.3560,0.1507,0.2659,0.0504,0.4787,0.7747,0.5383,0.0000,1.0000,0.5905,0.5094,0.1127,0.7519,0.4253,0.1475,6.8486
0.3836,0.5815,0.1587,0.1074,0.1595,0.0415,0.2609,0.4341,0.0000,0.5479,1.0000,0.3170,0.3687,0.5165,0.7172,0.2656,6.7911
0.4292,0.4992,0.2058,0.2282,0.2100,0.0000,0.3162,0.3604,0.0046,0.5913,1.0000,0.3693,0.3311,0.5079,0.6885,0.2295,6.8111
0.4678,0.4373,0.2024,0.2679,0.1395,0.0000,0.2929,0.3605,0.0206,0.4577,1.0000,0.2315,0.2236,0.3403,0.6177,0.1490,6.8935
0.4518,0.4432,0.1341,0.1625,0.1663,0.1290,0.2258,0.3935,0.0000,0.4006,1.0000,0.2239,0.3082,0.3441,0.5553,0.2150,6.7973
0.4463,0.4248,0.1762,0.1510,0.1493,0.1071,0.1998,0.4314,0.0000,0.3813,1.0000,0.2020,0.2976,0.3307,0.5355,0.1953,6.7634
0.3646,0.5251,0.3618,0.0000,0.3095,0.4865,0.3279,0.6861,0.1752,0.3212,0.3493,1.0000,0.5839,0.3190,0.5902,0.4952,6.8309
0.3729,0.5508,0.3881,0.0000,0.2600,0.5658,0.3492,0.6650,0.1011,0.3666,0.3233,1.0000,0.4994,0.3522,0.5889,0.4793,6.8665
0.6042,0.4615,0.4631,0.0657,0.2330,0.7268,0.4094,0.7435,0.0000,0.3172,0.3117,1.0000,0.4289,0.3929,0.6581,0.5543,6.8104
0.8933,0.5560,0.6059,0.3713,0.2436,0.8535,0.5816,0.8494,0.0000,0.5675,0.6055,1.0000,0.4465,0.6435,0.7099,0.7347,6.8416
0.6481,0.3717,0.7274,0.2202,0.3982,1.0000,0.4609,0.5854,0.1822,0.0254,0.0000,0.8302,0.5788,0.2154,0.8138,0.8108,6.8423
0.4681,0.4659,0.4503,0.1771,0.7493,0.5471,0.2592,0.5321,0.7621,0.0000,0.4665,0.7129,1.0000,0.1596,0.6045,0.7704,6.8080
0.5292,0.4662,0.5494,0.2787,0.9321,0.5066,0.2326,0.4917,0.8763,0.0000,0.5085,0.6437,1.0000,0.0639,0.6214,0.7912,6.8951
0.4901,0.5027,0.5541,0.1515,0.9338,0.4526,0.2436,0.6114,0.9019,0.0000,0.4994,0.6996,1.0000,0.1198,0.6419,0.8791,6.8056
0.4602,0.4582,0.6076,0.2792,0.8757,0.3956,0.1658,0.4487,0.9465,0.0000,0.3607,0.5802,1.0000,0.0548,0.5119,0.8300,6.8174
0.5565,0.5443,0.5724,0.2061,0.9128,0.5377,0.2396,0.6167,0.9417,0.0000,0.4391,0.7513,1.0000,0.1634,0.6474,0.9159,6.8303
0.3013,0.5388,0.1611,0.0999,0.0966,0.5599,0.5621,0.6099,0.0000,0.8078,0.5784,0.4604,0.2067,1.0000,0.4517,0.3699,6.8569
0.2294,0.6086,0.1171,0.3328,0.1274,0.4660,0.6883,0.5874,0.0000,0.9888,0.6400,0.5829,0.2330,1.0000,0.5865,0.2841,6.7921
0.3148,0.6658,0.1944,0.2712,0.1160,0.4740,0.6061,0.6206,0.0000,0.9324,0.6399,0.6167,0.2738,1.0000,0.5654,0.3671,6.7923
0.2367,0.5730,0.1718,0.1792,0.0586,0.4948,0.5330,0.6287,0.0000,0.8516,0.5483,0.5150,0.1687,1.0000,0.4747,0.2940,6.7890
0.2097,0.4990,0.0871,0.0975,0.0329,0.5558,0.6087,0.5477,0.0000,0.9175,0.5021,0.4944,0.1212,1.0000,0.3821,0.2492,6.7697
0.2376,1.0000,0.2951,0.0256,0.3043,0.3378,0.3625,0.6010,0.0000,0.0760,0.4185,0.7619,0.5260,0.1402,0.9909,0.5453,6.8348
0.3324,0.8741,0.4255,0.1292,0.3331,0.3344,0.3663,0.5282,0.1107,0.0000,0.5616,0.6655,0.4786,0.0150,1.0000,0.5637,6.8194
0.6577,0.9654,0.5021,0.1708,0.2422,0.6712,0.5683,0.7889,0.0000,0.1715,0.7365,0.9922,0.5231,0.2170,1.0000,0.7840,6.8806
0.2983,0.9600,0.3542,0.0320,0.2634,0.3940,0.3528,0.6122,0.0000,0.1001,0.5230,0.6703,0.4766,0.1535,1.0000,0.6235,6.7964
0.2329,0.9232,0.3861,0.0880,0.4796,0.2541,0.3920,0.4748,0.1608,0.0000,0.4627,0.6478,0.4980,0.0707,1.0000,0.5672,6.8839
0.7226,0.6026,0.6055,0.2748,0.7298,0.6429,0.2546,0.6969,0.7490,0.0000,0.7362,0.6871,0.7699,0.1972,0.7410,1.0000,6.7993
0.7600,0.6849,0.6324,0.3265,0.7581,0.5985,0.2988,0.6554,0.7774,0.0000,0.7950,0.7434,0.7887,0.1722,0.7402,1.0000,6.8749
0.5794,0.6424,0.5708,0.2385,0.5803,0.5570,0.2340,0.5255,0.6270,0.0000,0.5209,0.6546,0.6791,0.1763,0.6847,1.0000,6.7747
0.7054,0.7504,0.7555,0.4369,0.7397,0.6108,0.3738,0.6050,0.8237,0.0000,0.7319,0.7091,0.8064,0.1845,0.7615,1.0000,6.8057
0.7026,0.5779,0.6595,0.2754,0.8031,0.6560,0.2559,0.6795,0.8274,0.0000,0.7532,0.6664,0.8381,0.1851,0.7301,1.0000,6.8357
